raw_text,cleaned_words
시대를 잘만난 기획과 창작,시대 잘만 기획 창작
서양애들이 일본풍의 애니나 영화를 알아서 만들어주는 게 어떤 느낌일까 궁금했는데,일본 애니 궁금하다
"한국적인 것을 제대로 알아야만 만들 수 있는 형형색색 콘서트에 열광, 또 열광!",한국 제대로 형형색색 콘서트 열광 열광
"‘에잉? 도대체 왜?’ … 보는지 알게 되었습니다. 쉽고, 빠른 이야기 전개, 명확한 캐릭터, 중독성있는 음악의 삼중주로 완성된 깔끔한 애니메이션입니다.",에잉 도대체 빠르다 이야기 전개 명확하다 캐릭터 중독 음악 삼중주 완성 깔끔하다 애니메이션
과하지 않고 특색을 매우 강조한 훌륭한 작품.,특색 매우 강조 훌륭하다
이게 바로 코리엔탈리즘이다!,바로 코리 리즘
"외관은 화려하지만, 어딘가 밋밋하다. 영화는 나름대로 케이팝 산업의 어두운 이면을 건드리려 노력한다. 하지만 영화 속 악령은 무엇의 은유인가? 영화는 케이팝의 완벽함을 강요하는 기획사와 사생활이 소멸된 아이돌의 삶, 팬덤의 지나친 독성 등을 연결시키려는 시도를 하지만, 이 연결은 피상적이고 불완전하다. 결국 외부에서 온 악령이라는 존재로 치환되면서 구조적 문제가 개인의 악으로 환원된다. 케이팝이라는 소재와 악마 사냥이라는 장르의 결합이 서사적 필연성을 갖지 못한다. 화려한 껍데기와 평면적인 캐릭터, 그리고 빈약한 알맹이가 모인 작품에 불과하다.",외관 화려하다 어딘가 밋밋하다 나름 산업 두운 이면 노력 악령 무엇 은유 완벽하다 강요 기획사 사생활 소멸 아이돌 팬덤 독성 연결 시도 연결 피상 불완전하다 외부 악령 존재 치환 구조 문제 개인 환원 소재 악마 사냥 장르 결합 사적 필연 화려하다 껍데기 평면 캐릭터 빈약하다 알맹이 불과하다
"눈과 귀과 즐거운 비주얼과 아이디어로 밀고 나가는 힘은 탁월한데, 상투적이고 급한 전개는 설득력을 완전히 잃는다.",즐겁다 비주 아이디어 밀고 탁월하다 상투 급하다 전개 설득 완전하다
"등잔 밑이 어둡다더니. 밖으로만 눈을 돌리던 우리네 사람들의 ‘속사정’을, 아름다운 불빛으로 환히 비쳐주어 감사할 따름.",등잔 어둡다 우리네 사람 속사정 아름답다 불빛 환하다 따름
아니 뭐 다 좋은데 루미의 그건 결점이라고 뭉뚱그리면 안되는거 아닌가,루미 결점 뭉뚱그리 안되다
[25.06.20. 공개 / 넷플릭스],공개 넷플릭스
웅장하다가도 오글거려. 근데 결국은 좋아.,웅장
실화냐... 세상이 날 상대로 몰카하는 것 같음,실화 세상 상대로 몰카
해외가서 먹는 한식이 더 맛있다더니…,해외 한식 맛있다
세라핀 하러 가야겠다...,라핀
요소요소마다 놀라운 포인트가 한두개가 아님. 그저 놀라며 감상했다.,요소 놀랍다 포인트 감상
이거 한국인 조롱할려고 만든거같은데,한국인 조롱
한국인으로서 즐길만한 요소가 여기저기에,한국인 요소 여기저기
미국에서 말아주는 케이팝히어로 국밥이오? 존맛탱입니다. 사자보이즈.. 내 죄까지 사랑해준다는데 나는 이미 당신들의 포로입니다 사랑하자마자 가는군여 진우😢,미국 히어로 국밥 이오 존맛 사자 보이즈 사랑 당신 포로 사랑 자마자 진우
아이돌 줄 노래 여기로 다 간 듯 노래 개좋다,아이돌 노래 여기 노래
"한국 민중 정서에서 초자연적 존재들은 두려움의 대상임과 동시에 인간적 결함도 가지고 있고, 그래서 으레 '생긴건 무섭지만 하는 짓은 어리숙하게' 표현되곤 한다. (개인적으론 이러한 친숙함을 유발하는 해학적 정서가, 인간적 교감을 통한 갈등 해소를 좋아하는 한국적 이야기의 근저에 깔려 있다고도 생각한다.)",한국 민중 정서 초자연적 존재 두려움 상임 동시 인간 결함 가지 으레 무섭다 어리숙하다 표현 개인 이러하다 친숙하다 유발 해학 정서 인간 교감 통한 갈등 해소 좋아하다 한국 이야기
국정티비에서 채널조정시간마다 틀어줘도 된다고 생각합니다.,국정 티비 채널 정시
한국산 식재료로 미국의 유명한 셰프가 만든 얼큰한 국밥의 맛.,국산 재료 미국 유명하다 셰프 얼큰하다 국밥
투디판과 돌판의 대통합 + 한국적 요소로 머글까지 유입시키기...! 게다가 노래 퀄이 미친듯이 좋다. 후속작을 기다리지 않을 수가 없음.,투디판 돌판 통합 한국 요소 머글 유입 게다가 노래 미치다 후속작 수가
K-POP이라는 신선한 소재를 애니메이션에 잘 융합시켰다는 점에서 별점 반개 더 추가함 (ost도 좋고),신선하다 소재 애니메이션 융합 반개 추가
어떻게 메가히트할 수 있었지?,히트
케이팝의 대유쾌 소다팝,유쾌
한국적인 디테일을 가져와 만든 외국 작품(심지어 소니가!!)중에 처음으로 불편하거나 어색한 곳이 한 군데도 없었다. 이런 영화를 살면서 보게 될 줄이야 뿌듯해 죽겠네 ㅎㅎㅎ,한국 디테일 외국 심지어 소니 처음 불편하다 어색하다 군데 뿌듯하다 죽겠네
아이돌 문화나 한국 음식 등 고증이 대박이다. 무대할 때 카메라 무빙이 진짜 뮤직뱅크 같아서 신기했다.,아이돌 문화 한국 음식 고증 대박 무대 카메라 무빙 뮤직뱅크 신기하다
"사실상 팬들에게서 완벽한 존재로 동경 받는 아이돌을 소재로 하여, 그들이 스스로의 불완전함을 받아들이는 과정을 익숙한 성장 영화의 흐름으로 쉽고 스피디하게 담아냈다. 다만 그 안에서 너무 직접적으로 제시되거나 유치하게 느껴지는 묘사들이 다소 있었다. 음악에 맞춘 퍼포먼스가 흐름에 완전히 매끄럽게 녹아들었다 생각되지 않기도 한다. 그렇지만 케이팝을 소재로 한 영화답게, 한국 문화에 대한 꽤 철저한 고증들이 즐겁게 느껴지기도 한다.",사실 완벽하다 존재 동경 아이돌 소재 스스로 불완전하다 과정 익숙하다 성장 흐름 피디 다만 직접 제시 유치하다 묘사 다소 음악 퍼포먼스 흐름 완전하다 매끄럽다 소재 화답 한국 문화 대한 철저하다 고증 즐겁다 기도
감독이 미국이민자라는 걸 들었을때 어떤면에서 성장기의 혼란을 의미하진 않았을까 생각해본다.,미국 이민자 성장기 혼란 의미
굉장히 맛있는 김피탕을 먹는 느낌.,굉장하다 맛있다 김피탕
이렐리아..럭스..징크스...,이렐리아 럭스 징크스
케이팝 겨울왕국+케이팝 8마일? 디즈니처럼 교조적 메세지 보단 순수한 재미가 무엇인지 소니가 보여주는듯.,겨울왕국 마일 디즈니 교조 메세지 순수하다 재미 무엇 소니
가장 특출난 장점은 바로 K-POP스럽다는 것.,가장 특출나다 장점 바로 스럽다
애니메이션 특유의 해방감을 능숙하게 갖고 논다,애니메이션 특유 해방 능숙하다
(*소니픽쳐스는 미국회사라네 ㅎㅎ),픽쳐스 미국 회사
유치하면 어때  뿌듯하고 즐거운데,유치하다 뿌듯하다 즐겁다
"- 일월오봉도를 콘서트 배경으로 쓰는 게 보기에 멋있긴 한데 그 용도에 안 맞지 않나 싶다가도, 일찌기 흑길동이 옳다고 주장했으니 이것도 받아들여야 한다.",일월오봉도 콘서트 배경 보기 멋있다 용도 길동 옳다 주장
독특한 소재를 예리한 관점으로 살피며 이를 다양한 톤의 강점으로 풀어낸다.,독특하다 소재 예리하다 관점 살피 다양하다 강점
아.. 엘산나... 더빙으로 다시 봐야지(๑˃̶͈̀∇˂̶͈́)و⁾⁾˚*,산나 더빙 다시
그나저나 사자보이즈는 어떻게 됐나요..,사자 보이즈
노래가 다했다.,노래
노래의 멜로디나 구성 뿐만 아니라 가사 하나하나가 영화의 전체 이야기를 관통하는게 기가막힌다,노래 멜로디 구성 가사 하나 하나 전체 이야기 관통
"대중을 홀려야 하는 것도 맞고 에너지를 빨아먹기도, 영혼을 심어주기도 하는 존재가 아이돌이니까! 그 본질을 정확하게 이해하고 정수를 담아 깔끔하게 잘 만든 K 애니메이션.",대중 홀려 에너지 먹기 영혼 주기도 존재 아이돌 본질 정확하다 이해 정수 깔끔하다 애니메이션
한국에 대한 고증을 취하고 아이돌 고증은 개나 줘버린.,한국 대한 고증 취하 아이돌 고증
"뭔가 이렇게만 보면 코스모폴리나티니즘이랑 연관있어보이지만, 마냥 세계화 속 한국의 이미지를 보여주는 것이 아닌, '진짜 한국적인 것'을 담으려는 노력이 보여서 좋았다.",뭔가 코스모 폴리 나티 연관 보이 마냥 세계 한국 이미지 한국 노력
제목만 보고 섣불리 작품을 판단하지 말 것.,제목 보고 섣불리 판단
넷플릭스산 김피탕의 익숙하면서도 참신한 맛이 솔솔.,넷플릭스 김피탕 익숙하다 참신하다 솔솔
내가 잘 견디지 못하는 유형의 유치함에는.. 1점 정도라서,유형 유치하다 정도
"모든 것이 익숙하지만 새로운 감각, 노래들도 어떻게 이렇게 좋게 뽑았지.",모든 익숙하다 새롭다 감각 노래
케이팝처럼 수려하게 잘 뽑힌 케이팝 무비,수려 무비
미국에서 작정하고 말아주고 빨아주는 한국문화?,미국 작정 한국 문화
디테일적인 부분이 아주 훌륭한 kpop 뮤지컬 애니메이션. 음악과 노래도 매우 훌륭. 동적인 액션 묘사 부분만 약간의 아쉬움이 있음(달리기 포즈 같은거).,디테 부분 아주 훌륭하다 뮤지컬 애니메이션 음악 노래 매우 훌륭 액션 묘사 부분 약간 아쉬움 달리기 포즈
"화려한 기술과 K POP의 시너지가 만나, 눈과 귀 모두 사로잡는 황홀한 콘서트로",화려하다 기술 시너지 모두 황홀하다 콘서트
"한국 케이팝 문화가 완벽히 녹아들어간, 이런 유치함과 뇌절이라면 맛있게 먹겠습니다",한국 문화 완벽하다 유치하다 뇌절 라면 맛있다
기획 아이디어 좋고,기획 아이디어
한국 문화에 대한 높은 이해도를 바탕으로 기획해낸 특별한 프로젝트.,한국 문화 대한 높다 이해도 바탕 기획 특별하다 프로젝트
나도 모르게 노래를 흥얼거리게되네 말리들 소다퍕~,노래 말리 소다퍕
진우야 호냥이랑 까치 보러 다시 와줄 거지,진우 호냥 까치 다시 거지
"나에게 다 남아서 언젠가 빛을 내줄거니까, 마치 이 영화처럼",남아 마치
힘을 줄 곳에만 줄줄 아는 케이팝 디테일의 화신,줄줄 디테일 화신
2◆ K컬쳐를 진하게 품은 내용물과 영미권 바이브가 섞여서 상당히 아리송한 풍미를 낸다. 이에 더하여 아이돌 문화 및 외국인의 눈으로 본 한국이라는 낯선 렌즈까지 아울러 내게는 상당히 참신했다. 허나 참신토록 당황스러운 요소요소가 끝내 작품 내적으로 개화하여 신선한 쾌감으로 전환되지는 못 했다.,컬쳐 진하다 내용물 영미권 바이브 상당하다 아리송하다 밉다 더하다 아이돌 문화 외국인 한국 낯선 렌즈 상당하다 참신하다 참신 당황 요소 끝내 내적 개화 신선하다 쾌감 전환
세계로 울려 퍼지는 K-장녀들의 anthem.,세계 장녀
자본이 낋여준 한국의 맛은 무척이나 좋구나 얼쑤~~,자본 여준 한국 무척
"10. ""진우"". 목소리를 가진 400년차 저승사자. 가난한 비파 연주자였다가 귀마와 계약해 엄마와 동생을 버리고 호의호식, 이후 귀마의 노예로 전락. 과오에 대한 기억을 지워달라고 충성. 보이그룹 ""사자보이즈""로 헌트릭스 팬 빼앗아 혼문 약해지게 함 ㅋㅋ 근육 ""애비"", 꼬마 음침 래퍼 ""미스터리"", 핑크 귀공자 ""로맨스"", 꼬마 ""베이비""",진우 목소리 년차 저승사자 가난하다 비파 연주자 계약 엄마 동생 호의호식 이후 노예 전락 과오 대한 기억 달라 충성 보이 그룹 사자 보이즈 트릭 혼문 근육 애비 꼬마 음침 래퍼 미스터리 핑크 공자 로맨스 꼬마 베이비
"케이팝의 첫인상은 당혹스러울지 모르나, 휘황찬란 구원 서사에 어느새 어깨를 들썩이고야 만다.",첫인상 당혹스럽다 휘황 찬란 구원 서사 어느새다 어깨
헤드셋 착용하고 시청할 것 👍,헤드셋 착용 시청
이 정도는 되어야 당당하게 K를 붙일 수 있다.,정도 당당하다
"예상 외로 한국문화 깨알같이 표현하려고 노력한 면이 보이고, 노래들 다 좋고 특히 사자보이즈.. 이것이 저승사자 바이브? Your Idol 무대에서 간지가 내 취향이네ㅋㅋㅋ 이렇게 활동해주라. 안효섭은 목소리도 멋졌구나. kpop을 소재로 영화까지 만들어지다니 자랑스럽다",예상 외로 한국 문화 깨알 표현 노력 보이 노래 사자 보이즈 저승사자 바이브 무대 간지 취향 활동 안효섭 목소리 멋지다 소재 자랑스럽다
"한국 소재로 본격적인 영상화 작품이 만들어지는 것이 처음이다보니, 한국계 스탭과 출연진들이 미친듯이 디테일 위에 디테일을 덧입혔다.",한국 소재 본격 영상 처음 한국 스탭 출연 미치다 디테일 디테일
약점인 애니메이션도 결국 문화로 기세로,약점 애니메이션 문화 기세
- 제목에선 상상할 수도 없을 정도로 알찬 컨텐츠. 관객이 무엇을 좋아하는지 안다.,제목 상상 수도 정도 알차다 컨텐츠 무엇 좋아하다
모든 장르 덕후들 대통합의 장,모든 장르 덕후 통합
유치하고 오글거릴 것 같아서 계속 눈에 띄는 거 모른 척하다가 그래도 궁금하긴 하니까 봤는데 취. 향. 저. 격,유치하다 계속 궁금하다
진부할 수 있는 스토리를 눈과 귀를 사로잡는 영상미와 콘셉트로 생명력 부여,진부하다 스토리 상미 콘셉트 생명력 부여
늙은이는 솔직히 재미있는지 모르겠습니다,늙은이 솔직하다 재미있다
욜마소다팝 말리루소다팝,마소 말리 루소
단점보다 장점이 훨씬 많이 보입니다. 귀도 즐겁고요. 다만 아이돌 문화를 즐기지 않는 사람들은 좀 힘든 부분이 있습니다.,단점 장점 즐겁다 다만 아이돌 문화 사람 힘드다 부분
귀마가 제일 악역인데 그냥 불?타오르는 것으로만 연출한 것에는 의도가 있는것일까? 좀 싱겁게 퇴장한듯한 느낌도 있지만 루미+진우가 합쳐져 + 친구들과의 우정 회복 + 관객들의 애정과 호응이 더해져서 물리친거니까,마가 제일 악역 연출 의도 싱겁다 퇴장 루미 진우 친구 우정 회복 애정 호응 더하다 물리
아트박스풍 편지지까지 너무 한국임;,아트 박스 편지지 한국
나 본진 콘서트 가려면 미리 가사 외우고 응원법 외워야 하는데 사자오빠들이 더 땡기네ㅠ,본진 콘서트 미리 가사 응원 사자
엥 샤ㅇ 나만 또 대중취향 공감못하네 이게 재밌다고?,대중 취향 공감 재밌다
마 ! 이게 바로 K떼창이다!,바로 떼창
궁수캐 없어서 불합격 드립니다,궁수 불합격
생각보다 설정과 아트 디테일이 훨씬 좋아서 한국에서도 과연 이 정도를 만들 수 있을까 싶다.,설정 아트 디테 일이 한국 과연 정도
진짜 모든게 좋은데 항마력이…네 그렇습니다,모든 마력
이거 생각보다 설정마저 고증이 잘 된 것 같은데.,설정 고증
올해 할로윈은 저승사자 코스튬이 성행할것으로 예상,올해 할로윈 저승사자 코스튬 성행 예상
이 정도면 크게 억지 부리지 않고 ’한국적으로 보이는 것‘들을 잘 버무려낸 듯하다.,정도 크게 억지 부리 한국 버무려낸
난 왜 Golden이나 Soda Pop보다 Takedown이랑 How It's Done이 더 좋을까,이나
익숙한 감성으로 예리하게 파고드는 매력.,익숙하다 감성 예리하다 매력
케이팝에 열광하는 외국인들의 마음을 알 것 같기도.,열광하다 외국인 마음
김치워리어가 생각날 만큼 국뽕은 치사량이지만...그래도 한국문화가 사랑받고 즐겁다면 충분히 좋은 일 아닐까?,김치 워리어 만큼 국뽕 치사량 국문 즐겁다 충분하다
설정한 의도에만 집중했을 때 나오는 깔끔함,설정 의도 집중 깔끔하다
"스토리, 캐릭터, ost, 러닝타임 어느것 하나 빠지지 않는 거의 완벽한 애니메이션이 탄생했다!",스토리 캐릭터 러닝 타임 하나 거의 완벽하다 애니메이션 탄생
첨엔 오글거려 못 보겠단 느낌이었는데 곱씹을수록 (노래가 중독성 있어서 강제로 곱씹게 됨) 전에 없던 감각을 일깨우고 새로운 심상을 줌. 이게 바로 예술이 아닌가 싶어 평점을 만점으로 수정했습니다. 다만 누가 이 영화 봤냐고 물어보면 모른 척 하려구요,노래 중독 강제 감각 새롭다 심상 바로 예술 만점 수정 다만 누가
제목만 어떻게 좀 해봐.,제목
개인적으로 양육자가 틀릴 수 있다는 메시지가 좋았다... 숨길 필요 없어 내 목소리를 듣고 나를 보여줘,개인 양육 메시지 필요 목소리
교훈적 사필귀정,교훈 사필귀정
새롭지만 익숙한 맛으로 깔린 판에 울려 퍼지는 이름값하는 음악.,새롭다 익숙하다 이름 음악
감각적인 수용과 변용으로 세운 한류의 혼문,감각 수용 변용 세운 한류 혼문
과거부터 현재까지 한국적인 것이 세계적인 것,과거 현재 한국 세계
스토리 개연성은 신경안쓰고 오로지 비쥬얼과 ost에만 힘쓴 영화.,스토리 개연 성은 신경안 비쥬
"또한, 이 영화의 한국적인 요소와 놀랄만치 치밀한 고증이 현 시대에 K-컨텐츠 문화 자체가 곳곳에 스며들어 이제 변방의 문화가 아님을 입증하고 있다. 그러니깐 이 영화의 가장 큰 진입 장벽은 제목이 아닐 수 없다. 뭐 기대 안하고 시작했지만 생각보다 훨씬 재밌다. 그리고 K-Pop 음악이 너무 좋잖아. ""해피 혼문!!!""💖💖💖",또한 한국 요소 치밀하다 고증 시대 컨텐츠 문화 자체 곳곳 이제 변방 문화 입증 가장 진입 장벽 제목 기대 시작 재밌다 음악 해피 혼문
After : 이 집 한식 칼칼하게 잘하네 ... 주방 이모님 조상이 주모인가 봐.,한식 칼칼하다 주방 이모 조상 주모
케이팝과 한국에 대한 높은 이해도로 만들어졌다는 점이 참 반갑다.,한국 대한 높다 이해도 반갑다
제작자님 어찌 이리 덕질 포인트를 잘아시나요...,제작자 어찌 덕질 포인트
이 영화가 왜 전 세계적으로 이렇게 인기가 많은지 이해가 안 감. 취향 차이 때문인가? 내가 너무 늙었나?,세계 인기 이해 취향 차이 때문
이게 진짜 내스타일은 아니라서 보긴 봤지먼,스타일 멀다
"""케이팝, 아이돌""이라는 소재가 개인적인 취향과는 다소 거리가 있고, 살짝 유치하게 느껴지는 부분들이 적지 않았지만.. 묘하게 귀에 착착 감기는 음악들과, 단전부터 올라오는 근거없는 자부심에 홀려서 재미있게 감상했다..^^",아이돌 소재 개인 취향 다소 거리 살짝 유치하다 부분 적지 착착 감기 음악 단전 근거 자부심 홀려 재미있다 감상
아니 왜 노래를 계속 듣고 있는 것이지…? 바로 이것이 이 영화의 매력인가? 근데 별점을 수정할 순 없어… 으으아아아악악악 혼란스러워!!!!!!!! 그렇지만 난 계속 흥얼거릴래 you’re my soda pop~~~~ my little soda pop~~~,노래 계속 바로 매력 수정 혼란 스럽다 계속
까치랑 호랑이 귀엽,까치 호랑이 귀엽다
'케이팝'이라는 한 단어로 부실한 내용을 부실하게 덮는다.,단어 부실하다 내용 부실하다
엘에이 북창동 순두부가 그리 맛있다던데. 소니 픽처스의 케이팝 애니도 아주 맛있네. 어찌 이리 잘 낋여왔을꼬.,엘에이 창동 순두부 맛있다 소니 픽처스 애니 아주 맛있다 어찌
사자보이즈 컴백 기다려요...,사자 보이즈 컴백
"마음을 치유하는 노래, 모두를 포옹하는 문화.",마음 치유 노래 모두 포옹 문화
세상은 지금 K-Pop 열풍,세상 지금 열풍
아 늙었나보다 재밌는지 모르겠다,재밌다
가오갤에서 올드팝 듣는 기분을 드디어 이해하다,가오 올드팝 기분 이해
뭐지? 했는데..끝까지 보게되고.. 음악이 전 세계인을 열광케하는 이유를 알게되었다..,음악 세계 열광 이유
전혀 예상 못한 조합인데 맛있다.,전혀 예상 조합 맛있다
소니가 이걸로 큰 이득을 보지 못했다고 하던데 그 이유를 알 것도 같고 말이야. 이렇게까지 뜰지 누가 알았겠어,소니 이득 보지 이유 누가
세상이 날 배신했다.,세상 배신
제대로 이해한 문화적 감성을 기반으로 한 케이팝이 다 했다.,제대로 이해 문화 감성 기반
제목이 가장 큰 단점이라고 생각할 때쯤 제목마저 찬사가 되어 마음에 떠오르는 모든 부정적 단어에 혼문을 깔게되는 기묘한 체험.,제목 가장 단점 제목 찬사 마음 모든 부정 단어 혼문 기묘하다 체험
영상미 하나만큼은.,상미 하나
"새로운 프렌차이즈의 탄생을 알리는,",새롭다 프렌차이즈 탄생
한국스러운게 강점인 시대를 살아가고 있음을 이 작품 하나로 여실히 알게 된다.,한국 강점 시대 하나로 여실히
의외로 속편이 더 기대된다,속편 기대
"소재 자체가 특이하고 미국 영화사에서 제작한 작품이지만 로컬화 고증이 눈에 띈다. 하지만 타겟 시청자층이 제한되고, 그 타겟에 나는 포함되지 않는다는 것을 또 한번 느낀다.",소재 자체 특이하다 미국 영화사 제작 로컬 고증 타겟 시청자 제한 타겟 포함 한번
노래가좋다 2탄 루미 엄빠얘기로 나왔음좋겠다,노래 루미 엄빠 얘기
"귀마는 퇴치되었고, 황금 혼문은 완성되었다.",마는 퇴치 황금 혼문 완성
노래가 좋으니 기본값은 먹고 들어간다,노래
지금까지 풍문으로 들어온 어느 국가의 인기를 증명해버렸다고 봐도 과언이 아닌..,지금 풍문 국가 인기 증명 과언
10대들을 위한 국뽕 케이팝 애니,국뽕 애니
도입부로 케이컬쳐와 한국의 멋을 맛있게 비벼 주나 싶더니 갈수록 억텐 국뽕 잡탕에 갑분썩 짜치는 로맨스까지 호랑이까치 뺀 나머지 감다뒤 나가라,도입 부로 케이 컬쳐 한국 맛있다 갈수록 억텐 국뽕 잡탕 로맨스 호랑이 까치 나머지
이 영화가 해석하고 있는 케이팝 문화가 나는 싫다. 어쩌면 이 영화 속 케이팝이 현실과 닮았기 때문에 더욱 싫은 것일지도 모르겠다.,해석 문화 싫다 어쩌면 현실 때문 더욱 싫다 일지
김밥과 남미새 둘만 남는 영화,김밥 남미
디즈니는 1989년에 브로드웨이 뮤지컬 스타일을 가져와 인어공주를 만들며 승승장구하기 시작했다. 어쩌면 비슷한 시작...?,디즈니 브로드웨이 뮤지컬 스타일 인어공주 승승장구 시작 어쩌면 비슷하다 시작
철저한 고증과 마음을 울리는 음악들의 조화.,철저하다 고증 마음 음악 조화
미국인들이 디즈니를 볼 때 이런느낌이었을까 ㅋㅋ,미국인 디즈니
주말동안 내 알고리즘은 케데몬에 점령당함ㅋㅋㅋ,주말 동안 알고리즘 케데몬 점령 당하다
어릴 때 보던 카툰네트워크의 향기가 난다...,카툰 네트워크 향기
달고 맛있고 건강한 제로소다팝,맛있다 건강하다 로소
"앞에 한 2분 봤는데 벌써 꿀잼이다 배경,설정,적,우리팀,당위성, 캐릭터성 모두 설명 했고 KPOP, 한국전통 설화등 한국문화가 찬란하게 녹아있다. 밉지 않은 악당까지 바로 이게 애니메이션이 표현할 수 있는 키치적, 스피디한 연출이라고 본다 굉장히 파워풀하고 시원한 빠른 = 한국적인 작품. 근데 이걸 소니가 했다고? 국내 제작사들 일 더 열심히 해라!!!",벌써 꿀잼 배경 설정 우리 위성 캐릭터 모두 설명 한국 전통 설화 국문 찬란하다 밉다 악당 바로 애니메이션 표현 키치 스피디 연출 굉장하다 파워 시원하다 빠르다 한국 소니 국내 제작사
곳곳에 익숙한 한국의 거리 배경,곳곳 익숙하다 한국 거리 배경
"골든이라는 노래가 나한텐 케이팝팬, 아시안, 한국인을 위한 헌정가, 혁명가, 본디스웨이로 들린다… 초고음 이슈로 따라 부를 수는 없는…",노래 한텐 아시안 한국인 정가 혁명가 디스 웨이 고음 이슈
이제부터 루장카설 반박 시 이민정,이제 루장카설 반박 이민정
노래할 때 공연할 때 넘나 케이팝 아이돌 그자체!!!,노래 공연 아이돌 자체
"그저 K-pop 인기에 편승한 괴작이 아닌, 고증과 재미가 생각보다 탄탄한 왕도물.",인기 편승 괴작 고증 재미 탄탄하다 왕도
우리나라만의 독특한 문화를 독창적이게 말아준다.,우리나라 독특하다 문화 독창
물론 합동 팬싸....랑 공개 저격은 빼고. 그 합동 팬싸를 보고 사람들 반응이 좋았다고 생각했다니 헌트릭스 소속사는 서치를 매우 못하나보다.,합동 팬싸 공개 저격 합동 팬싸 보고 사람 반응 트릭 소속사 서치 매우 하나
시놉시스만 보고 케이팝에 편승해서 시청 시간을 늘린다고 넷플릭스를 욕했던 과거의 나를 반성한다. 노래도 좋고 무엇보다 재밌다 :),시놉시스 보고 편승 시청 시간 넷플릭스 과거 반성 노래 무엇 재밌다
마법소녀물+케이팝+미국 자본이 잘 혼합되어 있다. 세계관도 생각보다 탄탄해서 확장성도 높아 보인다. 나오는 노래들도 케이팝스러운 그것에 최근 나온 어떤 케이팝 노래보다 뛰어나다. 뛰어난 작품은 아니지만 상업적으로 타임킬링으로 준수한 작품이다.,마법소녀물 미국 자본 혼합 세계관 탄탄하다 확장 성도 높다 노래 그것 최근 노래 뛰어나다 뛰어나다 상업 타임 킬링 준수
K-컬처의 대표인 K-팝을 향한 전 세계 인기의 원인을 파악해 만든 코리엔탈리즘적 오락과 노래 그리고 영화.,컬처 대표 세계 인기 원인 파악 코리 리즘 오락 노래
사람들이 사자보이스 제삿날이라도 알려달라고 한 의미를 이제야 깨달은 나,사람 사자 보이스 제삿날 달라 의미 이제야 깨달
전반적으로 음악과 액션씬을 굉장히 섬세하게 빌드업한 애니메이션이라 보는 맛이 있었다! 헌트릭스 멤버들이나 호랑이와 까치 등등 캐릭터 디자인도 매력적이었음. 전 세계적으로 열광한 이유가 뭔지 좀 알 것 같았다. 하지만 후반부에서 루미의 각성 등등이 너무 급전개였던 건 아쉬웠음. 러닝타임 끝나가니까 빨리 마무리하려는 느낌이 너무 강했달까... 아무튼 2편 나오면 보긴 할 듯!,전반 음악 액션씬 굉장하다 섬세하다 빌드업 애니메이션 트릭 멤버 호랑이 까치 등등 캐릭터 디자인 매력 세계 열광하다 이유 후반 루미 각성 등등 급전 아쉽다 러닝 타임 마무리 강하다
음악보다 이야기가 재미있고. 케이팝이 듣는 재미를 더 올린 것.,음악 이야기 재미있다 재미
k-culture의 위상만은 잘 알겠다.,위상
'...like i'm born to be' 즉 가슴 속 있는,가슴
(내가 본 것 중)케이팝씬을 가장 잘 표현해서 쉼없이 들썩들썩거리게되지만 묘하게 불편하고 답답한 건 왜일까,가장 표현 거리 불편하다 답답하다
조선의 훌륭한 신구 조합,조선 훌륭하다 신구 조합
"겨울왕국의 ""Conceal, Don't feel""에서 ""Let it go""로 가는 과정에서 보여준 대단히 현대적인 주제의식 표현이 수렴하는 자유로움을 보여준 것과 대비되어, 이 영화에 이르러서는 발산한다. 그것이 이른바 픽사식ㆍ디즈니식의 정교하고도 아무도 상처받지않는 무해한 플롯법칙이 아니라 다소 과장되고 누락된 플롯이기때문에 더욱 효과가 배가되는 느낌을 준다.",겨울왕국 과정 대단하다 현대 주제 의식 표현 수렴 자유 로움 대비 발산 그것 픽사 디즈니 정교 아무 상처 플롯 법칙 다소 과장 누락 플롯 때문 더욱 효과
"한국의 얼이, 아니, K-얼이, 세상의 심장부를 향해, 메인스트림으로 뻗어간다. 믿어지십니까? 세상을 구하는 이 노래가, 바로 이 땅, 한국에서 시작되다니. 사장님, 여기 김칫국 한 사발만 더 주이소.",한국 세상 심장 메인스트림 간다 세상 노래 바로 한국 시작 사장 여기 김칫국 사발
이젠 보통명사가 된 케이팝과 갓. 우리 호냥이와 갓까치도  케이 타고 흥해라💜,보통 명사 우리 까치 케이 타고
"p.s. 작품이 그려내는 세계에서 중요한 것은 고증에 맞는 진짜 케이팝이 아니라, 그 세계 안에서 '그럴 듯한' 케이팝.",세계 중요하다 고증 세계
옳게 된 문화 침략,옳다 문화 침략
진짜 유치하고 별다른 내용이 없는 그냥 케이팝 음악 애니. 너무 과대평가 되있다고 생각한다,유치하다 별다르다 내용 음악 애니 과대 평가
단조롭도록 노잼,단조롭다 노잼
그래서 컴백이 언제라구요?,컴백 제라
